review_text,sentiment
Really enjoyed the hybrid bike for an hour; team (Sage) was super helpful!!,positive
Loved the hybrid bike for half a day; staff (Reese) was super helpful!!,positive
Check?in took 10 minutes and the hybrid bike had soft brakes…,negative
Bike felt poorly maintained: flat tire; cut our ride short…,negative
Rental was average; got a gravel bike for half a day.,neutral
Rental was basic; got a city cruiser for 45 minutes.,neutral
Rental was standard; got a kids' bike for 45 minutes.,neutral
Rental was straightforward; got a city cruiser for most of the day.,neutral
Booking was top?notch —the kids' bike rode great on the canal path!,positive
Rental was predictable; got a tandem bike for 30 minutes.,neutral
"Clear pricing, easy app, and comfy seat —even on the botanical garden path!!",positive
Rental was ordinary; got a tandem bike for the afternoon.,neutral
Really enjoyed the folding bike for 2 hours; staff (Tatum) was super helpful.,positive
Booking was quick —the road bike rode great on the boardwalk!!,positive
Hidden fees at pickup; felt terrible overall!,negative
Rental was typical; got a kids' bike for 30 minutes.,neutral
The website timed out and support (Emerson) wasn’t helpful…,negative
The QR code wouldn’t scan and support (Finley) wasn’t helpful.,negative
Booking was smooth on the university district  in chilly weather.,positive
Picked up on Saturday morning and everything was ready  with a lock. Great value and friendly service.,positive
Loved the folding bike for 30 minutes; staff (Tatum) was super helpful!,positive
Picked up on early morning and everything was ready  with a lock. Great value and friendly service!!,positive
Bike quality was excellent and check?in took about half an hour (no fuss).,positive
Check?in took 20 minutes and the city cruiser had loose pedal!,negative
Helmet and basket included; small details made a big difference!!,positive
Check?in took half an hour and the kids' bike had squeaky gears…,negative
Check?in took half an hour and the mountain bike had slipping chain!,negative
Picked up on Thursday at lunch and everything was ready. Great value and friendly service.,positive
Check?in took 5 minutes and the folding bike had soft brakes.,negative
Check?in took almost an hour and the kids' bike had squeaky gears!,negative
Booking was fantastic —the hybrid bike rode great on the university district!,positive
Check?in took 20 minutes and the city cruiser had sticky shifter!,negative
The app kept crashing and support (Blake) wasn’t helpful!,negative
Check?in took 10 minutes and the folding bike had battery cutting out!,negative
Booking was fantastic on the city park!!,positive
Rental was typical; got a gravel bike for the afternoon.,neutral
Really enjoyed the kids' bike for 2 hours; team (Morgan) was super helpful!,positive
"Clear pricing, easy app, and comfy seat —even on the river trail.",positive
Rental was average; got a e?bike for half a day.,neutral
Reservation didn’t match what we received—requested a hybrid bike but got something else…,negative
Hidden fees at pickup; felt stressful overall!,negative
The website timed out and support (Elliot) wasn’t helpful…,negative
Booking was fantastic on the city park  in drizzly weather.,positive
Rental was adequate; got a cargo bike for an hour.,neutral
Rental was average; got a city cruiser for an hour.,neutral
The payment screen froze and support (Morgan) wasn’t helpful…,negative
Rental was straightforward; got a city cruiser for 30 minutes.,neutral
"Quick pickup, smooth ride, easy drop?off!",positive
Rental was ordinary; got a cargo bike for three hours.,neutral
Rental was standard; got a road bike for 2 hours.,neutral
Rental was predictable; got a mountain bike for 2 hours.,neutral
Booking was well organized —the kids' bike rode great on the city park.,positive
Check?in took 20 minutes and the tandem bike had misaligned handlebars.,negative
Rental was fine; got a cargo bike for the afternoon.,neutral
Picked up on Monday morning and everything was ready. Great value and friendly service!,positive
The website timed out and support (Reese) wasn’t helpful…,negative
Rental was typical; got a tandem bike for all morning.,neutral
The kiosk was down and support (Tatum) wasn’t helpful.,negative
Rental was straightforward; got a cargo bike for three hours.,neutral
Loved the gravel bike for 30 minutes; team (Kendall) was super helpful.,positive
The tandem bike fit perfectly; sizing guidance was spot on!,positive
Check?in took 5 minutes and the e?bike had badly adjusted seat.,negative
Rental was standard; got a tandem bike for three hours.,neutral
Booking was super convenient —the gravel bike rode great on the boardwalk  in chilly weather!,positive
Check?in took 20 minutes and the tandem bike had flat tire…,negative
Picked up on early morning and everything was ready  with a puncture kit. Great value and friendly service!,positive
The kiosk was down and support (Kendall) wasn’t helpful…,negative
Picked up on Wednesday evening and everything was ready. Great value and friendly service.,positive
Booking was well organized —the kids' bike rode great on the university district!!,positive
The QR code wouldn’t scan and support (Avery) wasn’t helpful.,negative
Check?in took half an hour and the gravel bike had squeaky gears.,negative
Booking was seamless —the city cruiser rode great on the old town  in windy weather.,positive
Loved the folding bike for the afternoon; staff (Dakota) was super helpful.,positive
The payment screen froze and support (Blake) wasn’t helpful!,negative
The app kept crashing and support (Hayden) wasn’t helpful!,negative
The kiosk was down and support (Rowan) wasn’t helpful.,negative
Rental was fine; got a tandem bike for the afternoon.,neutral
Rental was straightforward; got a cargo bike for the afternoon.,neutral
Really enjoyed the gravel bike for 90 minutes; staff (Charlie) was super helpful.,positive
Rental was standard; got a road bike for half a day.,neutral
Rental was fine; got a city cruiser for 30 minutes.,neutral
The payment screen froze and support (Cameron) wasn’t helpful.,negative
Rental was straightforward; got a cargo bike for 45 minutes.,neutral
Picked up near the city park; bikes matched the listing.,neutral
Picked up on Thursday at lunch and everything was ready  with a helmet. Great value and friendly service!!,positive
Rental was straightforward; got a cargo bike for most of the day.,neutral
Rental was plain; got a kids' bike for half a day.,neutral
Loved the road bike for all morning; staff (Morgan) was super helpful.,positive
Picked up on Wednesday evening and everything was ready. Great value and friendly service!,positive
Rental was predictable; got a hybrid bike for most of the day.,neutral
Rental was predictable; got a gravel bike for 90 minutes.,neutral
Rental was typical; got a folding bike for 90 minutes.,neutral
Booking was stress?free —the mountain bike rode great on the downtown loop  in drizzly weather!!,positive
"Clear pricing, easy app, and comfy seat —even on the university district!",positive
Booking was quick —the road bike rode great on the downtown loop  in chilly weather!!,positive
Rental was basic; got a e?bike for all morning.,neutral
Really enjoyed the mountain bike for 2 hours; staff (Morgan) was super helpful.,positive
Picked up on Thursday at lunch and everything was ready. Great value and friendly service!,positive
Loved the folding bike for all morning; team (Sydney) was super helpful!,positive
Maps were outdated and sent us off route near the old town.,negative
Rental was predictable; got a hybrid bike for 30 minutes.,neutral
Rental was ordinary; got a hybrid bike for most of the day.,neutral
Rental was straightforward; got a cargo bike for 30 minutes.,neutral
Rental was basic; got a cargo bike for most of the day.,neutral
Rental was predictable; got a e?bike for 45 minutes.,neutral
Rental was adequate; got a city cruiser for half a day.,neutral
Took the kids along; the trailer was clean and sturdy!!,positive
Rental was average; got a cargo bike for 45 minutes.,neutral
"Clear pricing, easy app, and comfy seat —even on the university district.",positive
The reservation didn’t sync and support (Blake) wasn’t helpful…,negative
Loved the tandem bike for most of the day; team (Avery) was super helpful.,positive
Hidden fees at pickup; felt confusing overall!,negative
Booking was well organized on the old town.,positive
